ROW_ID,ICD9_CODE,SHORT_TITLE,LONG_TITLE
305,01604,tb of kidney-cult dx,"tuberculosis of kidney, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
306,01605,tb of kidney-histo dx,"tuberculosis of kidney, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
307,01606,tb of kidney-oth test,"tuberculosis of kidney, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
308,01610,tb of bladder-unspec,"tuberculosis of bladder, unspecified"
309,01611,tb of bladder-no exam,"tuberculosis of bladder, bacteriological or histological examination not done"
310,01612,tb of bladder-exam unkn,"tuberculosis of bladder, bacteriological or histological examination unknown (at present)"
311,01613,tb of bladder-micro dx,"tuberculosis of bladder, tubercle bacilli found (in sputum) by microscopy"
312,01614,tb of bladder-cult dx,"tuberculosis of bladder, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
313,01615,tb of bladder-histo dx,"tuberculosis of bladder, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
314,01616,tb of bladder-oth test,"tuberculosis of bladder, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
315,01620,tb of ureter-unspec,"tuberculosis of ureter, unspecified"
316,01621,tb of ureter-no exam,"tuberculosis of ureter, bacteriological or histological examination not done"
317,01622,tb of ureter-exam unkn,"tuberculosis of ureter, bacteriological or histological examination unknown (at present)"
318,01623,tb of ureter-micro dx,"tuberculosis of ureter, tubercle bacilli found (in sputum) by microscopy"
319,01624,tb of ureter-cult dx,"tuberculosis of ureter, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
320,01625,tb of ureter-histo dx,"tuberculosis of ureter, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
321,01626,tb of ureter-oth test,"tuberculosis of ureter, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
322,01630,tb urinary nec-unspec,"tuberculosis of other urinary organs, unspecified"
323,01631,tb urinary nec-no exam,"tuberculosis of other urinary organs, bacteriological or histological examination not done"
324,01632,tb urinary nec-exam unkn,"tuberculosis of other urinary organs, bacteriological or histological examination unknown (at present)"
325,01633,tb urinary nec-micro dx,"tuberculosis of other urinary organs, tubercle bacilli found (in sputum) by microscopy"
326,01634,tb urinary nec-cult dx,"tuberculosis of other urinary organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
327,01635,tb urinary nec-histo dx,"tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
328,01636,tb urinary nec-oth test,"tuberculosis of other urinary organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
329,01640,tb epididymis-unspec,"tuberculosis of epididymis, unspecified"
330,01641,tb epididymis-no exam,"tuberculosis of epididymis, bacteriological or histological examination not done"
331,01642,tb epididymis-exam unkn,"tuberculosis of epididymis, bacteriological or histological examination unknown (at present)"
332,01643,tb epididymis-micro dx,"tuberculosis of epididymis, tubercle bacilli found (in sputum) by microscopy"
333,01644,tb epididymis-cult dx,"tuberculosis of epididymis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
334,01645,tb epididymis-histo dx,"tuberculosis of epididymis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
335,01646,tb epididymis-oth test,"tuberculosis of epididymis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
336,01650,tb male genit nec-unspec,"tuberculosis of other male genital organs, unspecified"
337,01651,tb male gen nec-no exam,"tuberculosis of other male genital organs, bacteriological or histological examination not done"
338,01652,tb male gen nec-ex unkn,"tuberculosis of other male genital organs, bacteriological or histological examination unknown (at present)"
339,01653,tb male gen nec-micro dx,"tuberculosis of other male genital organs, tubercle bacilli found (in sputum) by microscopy"
1246,1590,malig neo intestine nos,"malignant neoplasm of intestinal tract, part unspecified"
1247,1591,malignant neo spleen nec,"malignant neoplasm of spleen, not elsewhere classified"
1248,1598,mal neo gi/intra-abd nec,malignant neoplasm of other sites of digestive system and intra-abdominal organs
1249,1599,mal neo gi tract ill-def,malignant neoplasm of ill-defined sites within the digestive organs and peritoneum
1250,1712,mal neo soft tissue arm,"malignant neoplasm of connective and other soft tissue of upper limb, including shoulder"
1251,1713,mal neo soft tissue leg,"malignant neoplasm of connective and other soft tissue of lower limb, including hip"
1252,1714,mal neo soft tis thorax,malignant neoplasm of connective and other soft tissue of thorax
1253,1715,mal neo soft tis abdomen,malignant neoplasm of connective and other soft tissue of abdomen
1254,1716,mal neo soft tis pelvis,malignant neoplasm of connective and other soft tissue of pelvis
1255,1717,mal neopl trunk nos,"malignant neoplasm of connective and other soft tissue of trunk, unspecified"
1256,1718,mal neo soft tissue nec,malignant neoplasm of other specified sites of connective and other soft tissue
1257,1719,mal neo soft tissue nos,"malignant neoplasm of connective and other soft tissue, site unspecified"
1258,1720,malig melanoma lip,malignant melanoma of skin of lip
1259,1721,malig melanoma eyelid,"malignant melanoma of skin of eyelid, including canthus"
1260,1722,malig melanoma ear,malignant melanoma of skin of ear and external auditory canal
1261,1723,mal melanom face nec/nos,malignant melanoma of skin of other and unspecified parts of face
1262,1724,mal melanoma scalp/neck,malignant melanoma of skin of scalp and neck
1263,1725,malig melanoma trunk,"malignant melanoma of skin of trunk, except scrotum"
1264,1726,malig melanoma arm,"malignant melanoma of skin of upper limb, including shoulder"
1265,1727,malig melanoma leg,"malignant melanoma of skin of lower limb, including hip"
1266,1728,malig melanoma skin nec,malignant melanoma of other specified sites of skin
1267,1729,malig melanoma skin nos,"melanoma of skin, site unspecified"
1268,17300,malig neopl skin lip nos,unspecified malignant neoplasm of skin of lip
1269,17301,basal cell ca skin lip,basal cell carcinoma of skin of lip
1270,17302,squamous cell ca skn lip,squamous cell carcinoma of skin of lip
1271,17309,malig neo skin lip nec,other specified malignant neoplasm of skin of lip
1272,17310,mal neo eyelid/canth nos,"unspecified malignant neoplasm of eyelid, including canthus"
1273,17311,basal cell ca lid/canth,"basal cell carcinoma of eyelid, including canthus"
1274,17312,squam cell ca lid/canth,"squamous cell carcinoma of eyelid, including canthus"
1275,17319,mal neo eyelid/canth nec,"other specified malignant neoplasm of eyelid, including canthus"
1276,17320,malig neo skin ear nos,unspecified malignant neoplasm of skin of ear and external auditory canal
1277,17321,basal cell ca skin ear,basal cell carcinoma of skin of ear and external auditory canal
1278,17322,squam cell ca skin ear,squamous cell carcinoma of skin of ear and external auditory canal
1279,17329,neo skin ear/ex canl nec,other specified malignant neoplasm of skin of ear and external auditory canal
1280,17330,mal neo skn face nec/nos,unspecified malignant neoplasm of skin of other and unspecified parts of face
1281,17331,bsl cel skn face nec/nos,basal cell carcinoma of skin of other and unspecified parts of face
1282,17332,sqm cel skn face nec/nos,squamous cell carcinoma of skin of other and unspecified parts of face
1283,17339,mal neo skn face nec/nos,other specified malignant neoplasm of skin of other and unspecified parts of face
1284,17340,mal neo sclp/skn nck nos,unspecified malignant neoplasm of scalp and skin of neck
1285,17341,bsl cell ca scalp/skn nk,basal cell carcinoma of scalp and skin of neck
1286,17342,sqam cell ca sclp/skn nk,squamous cell carcinoma of scalp and skin of neck
1287,17349,mal neo sclp/skn nck nec,other specified malignant neoplasm of scalp and skin of neck
1288,17350,malig neo skin trunk nos,"unspecified malignant neoplasm of skin of trunk, except scrotum"
1289,17351,basal cell ca skin trunk,"basal cell carcinoma of skin of trunk, except scrotum"
1290,17352,squam cell ca skin trunk,"squamous cell carcinoma of skin of trunk, except scrotum"
1291,17359,malig neo skin trunk nec,"other specified malignant neoplasm of skin of trunk, except scrotum"
1292,17360,mal neo skin up limb nos,"unspecified malignant neoplasm of skin of upper limb, including shoulder"
1293,17361,basal cell ca skn up lmb,"basal cell carcinoma of skin of upper limb, including shoulder"
1294,17362,squam cell ca skn up lmb,"squamous cell carcinoma of skin of upper limb, including shoulder"
1295,17369,malig neo skn up lmb nec,"other specified malignant neoplasm of skin of upper limb, including shoulder"
1296,17370,mal neo skn low limb nos,"unspecified malignant neoplasm of skin of lower limb, including hip"
1297,17371,basl cell ca skn low lmb,"basal cell carcinoma of skin of lower limb, including hip"
1298,17372,sqam cell ca skn low lmb,"squamous cell carcinoma of skin of lower limb, including hip"
1299,17379,mal neo skin low lmb nec,"other specified malignant neoplasm of skin of lower limb, including hip"
1300,17380,mal neo skn site nec/nos,unspecified malignant neoplasm of other specified sites of skin
1301,17381,bsl cell ca skn site nec,basal cell carcinoma of other specified sites of skin
1302,17382,sqm cell ca skn site nec,squamous cell carcinoma of other specified sites of skin
1303,17389,oth mal neo skn site nec,other specified malignant neoplasm of other specified sites of skin
1304,17390,malig neo skin site nos,"unspecified malignant neoplasm of skin, site unspecified"
1305,17391,basal cell ca skin nos,"basal cell carcinoma of skin, site unspecified"
1306,1600,mal neo nasal cavities,malignant neoplasm of nasal cavities
1307,1601,malig neo middle ear,"malignant neoplasm of auditory tube, middle ear, and mastoid air cells"
1308,1602,mal neo maxillary sinus,malignant neoplasm of maxillary sinus
1309,1603,mal neo ethmoidal sinus,malignant neoplasm of ethmoidal sinus
1310,1604,malig neo frontal sinus,malignant neoplasm of frontal sinus
1311,1605,mal neo sphenoid sinus,malignant neoplasm of sphenoidal sinus
1312,1608,mal neo access sinus nec,malignant neoplasm of other accessory sinuses
1313,1609,mal neo access sinus nos,"malignant neoplasm of accessory sinus, unspecified"
1314,1610,malignant neo glottis,malignant neoplasm of glottis
1315,1611,malig neo supraglottis,malignant neoplasm of supraglottis
1316,1612,malig neo subglottis,malignant neoplasm of subglottis
1317,1613,mal neo cartilage larynx,malignant neoplasm of laryngeal cartilages
1318,1618,malignant neo larynx nec,malignant neoplasm of other specified sites of larynx
1319,1619,malignant neo larynx nos,"malignant neoplasm of larynx, unspecified"
1320,1620,malignant neo trachea,malignant neoplasm of trachea
1321,1622,malig neo main bronchus,malignant neoplasm of main bronchus
1322,1623,mal neo upper lobe lung,"malignant neoplasm of upper lobe, bronchus or lung"
1323,1624,mal neo middle lobe lung,"malignant neoplasm of middle lobe, bronchus or lung"
1324,1625,mal neo lower lobe lung,"malignant neoplasm of lower lobe, bronchus or lung"
1325,1628,mal neo bronch/lung nec,malignant neoplasm of other parts of bronchus or lung
1326,1629,mal neo bronch/lung nos,"malignant neoplasm of bronchus and lung, unspecified"
1327,1630,mal neo parietal pleura,malignant neoplasm of parietal pleura
1328,1631,mal neo visceral pleura,malignant neoplasm of visceral pleura
1329,1638,malig neopl pleura nec,malignant neoplasm of other specified sites of pleura
1330,1639,malig neopl pleura nos,"malignant neoplasm of pleura, unspecified"
1331,1640,malignant neopl thymus,malignant neoplasm of thymus
1332,1641,malignant neopl heart,malignant neoplasm of heart
1333,1642,mal neo ant mediastinum,malignant neoplasm of anterior mediastinum
1334,1643,mal neo post mediastinum,malignant neoplasm of posterior mediastinum
1335,1648,mal neo mediastinum nec,malignant neoplasm of other parts of mediastinum
1336,1649,mal neo mediastinum nos,"malignant neoplasm of mediastinum, part unspecified"
1337,1650,mal neo upper resp nos,"malignant neoplasm of upper respiratory tract, part unspecified"
1338,1658,mal neo thorax/resp nec,malignant neoplasm of other sites within the respiratory system and intrathoracic organs
1339,1659,mal neo resp system nos,malignant neoplasm of ill-defined sites within the respiratory system
1340,1700,mal neo skull/face bone,"malignant neoplasm of bones of skull and face, except mandible"
1341,1701,malignant neo mandible,malignant neoplasm of mandible
1342,1702,malig neo vertebrae,"malignant neoplasm of vertebral column, excluding sacrum and coccyx"
1343,1703,mal neo ribs/stern/clav,"malignant neoplasm of ribs, sternum, and clavicle"
1344,1704,mal neo long bones arm,malignant neoplasm of scapula and long bones of upper limb
1345,1705,mal neo bones wrist/hand,malignant neoplasm of short bones of upper limb
1346,1706,mal neo pelvic girdle,"malignant neoplasm of pelvic bones, sacrum, and coccyx"
1347,1707,mal neo long bones leg,malignant neoplasm of long bones of lower limb
1348,1708,mal neo bones ankle/foot,malignant neoplasm of short bones of lower limb
1349,1709,malig neopl bone nos,"malignant neoplasm of bone and articular cartilage, site unspecified"
1350,1710,mal neo soft tissue head,"malignant neoplasm of connective and other soft tissue of head, face, and neck"
1351,0990,chancroid,chancroid
1352,0991,lymphogranuloma venereum,lymphogranuloma venereum
1353,0992,granuloma inguinale,granuloma inguinale
1354,0993,reiter's disease,reiter's disease
1355,09940,unspcf nongnccl urethrts,"other nongonococcal urethritis, unspecified"
1356,09941,chlmyd trachomatis ureth,"other nongonococcal urethritis, chlamydia trachomatis"
1357,09949,nongc urth oth spf orgsm,"other nongonococcal urethritis, other specified organism"
1358,09950,oth vd chlm trch unsp st,"other venereal diseases due to chlamydia trachomatis, unspecified site"
1359,09951,oth vd chlm trch pharynx,"other venereal diseases due to chlamydia trachomatis, pharynx"
1360,09952,oth vd chlm trch ans rct,"other venereal diseases due to chlamydia trachomatis, anus and rectum"
1361,09953,oth vd chlm trch lowr gu,"other venereal diseases due to chlamydia trachomatis, lower genitourinary sites"
1362,09954,oth vd chlm trch oth gu,"other venereal diseases due to chlamydia trachomatis, other genitourinary sites"
1363,09955,ot vd chlm trch unspf gu,"other venereal diseases due to chlamydia trachomatis, unspecified genitourinary site"
1364,09956,ot vd chlm trch prtoneum,"other venereal diseases due to chlamydia trachomatis, peritoneum"
1365,09959,oth vd chlm trch spcf st,"other venereal diseases due to chlamydia trachomatis, other specified site"
1366,0998,venereal disease nec,other specified venereal diseases
1367,0999,venereal disease nos,"venereal disease, unspecified"
1368,1000,leptospiros icterohem,leptospirosis icterohemorrhagica
1369,10081,leptospiral meningitis,leptospiral meningitis (aseptic)
1370,10089,leptospiral infect nec,other specified leptospiral infections
1371,1009,leptospirosis nos,"leptospirosis, unspecified"
1372,101,vincent's angina,vincent's angina
1373,1020,initial lesions yaws,initial lesions of yaws
1374,1021,multiple papillomata,multiple papillomata due to yaws and wet crab yaws
1375,1022,early skin yaws nec,other early skin lesions of yaws
1376,1023,hyperkeratosis of yaws,hyperkeratosis due to yaws
1377,1024,"gummata and ulcers, yaws",gummata and ulcers due to yaws
1378,1025,gangosa,gangosa
1379,1026,yaws of bone & joint,bone and joint lesions due to yaws
1380,1027,yaws manifestations nec,other manifestations of yaws
1381,1028,latent yaws,latent yaws
1382,1029,yaws nos,"yaws, unspecified"
1383,1030,pinta primary lesions,primary lesions of pinta
1384,1031,pinta intermed lesions,intermediate lesions of pinta
1385,1032,pinta late lesions,late lesions of pinta
1386,1033,pinta mixed lesions,mixed lesions of pinta
1387,1039,pinta nos,"pinta, unspecified"
1388,1040,nonvenereal endemic syph,nonvenereal endemic syphilis
1389,1048,spirochetal infect nec,other specified spirochetal infections
1390,1049,spirochetal infect nos,"spirochetal infection, unspecified"
1391,1100,dermatophyt scalp/beard,dermatophytosis of scalp and beard
1392,1101,dermatophytosis of nail,dermatophytosis of nail
1393,1102,dermatophytosis of hand,dermatophytosis of hand
1394,1103,dermatophytosis of groin,dermatophytosis of groin and perianal area
1395,1104,dermatophytosis of foot,dermatophytosis of foot
1396,1105,dermatophytosis of body,dermatophytosis of the body
1397,1106,deep dermatophytosis,deep seated dermatophytosis
1398,1108,dermatophytosis site nec,dermatophytosis of other specified sites
1399,1109,dermatophytosis site nos,dermatophytosis of unspecified site
1400,1110,pityriasis versicolor,pityriasis versicolor
1401,1111,tinea nigra,tinea nigra
1402,1112,tinea blanca,tinea blanca
1403,1113,black piedra,black piedra
1404,1118,dermatomycoses nec,other specified dermatomycoses
1405,1119,dermatomycosis nos,"dermatomycosis, unspecified"
1406,1120,thrush,candidiasis of mouth
1407,1121,candidal vulvovaginitis,candidiasis of vulva and vagina
1408,1122,candidias urogenital nec,candidiasis of other urogenital sites
1409,1123,cutaneous candidiasis,candidiasis of skin and nails
1410,1124,candidiasis of lung,candidiasis of lung
1411,1125,disseminated candidiasis,disseminated candidiasis
1412,11281,candidal endocarditis,candidal endocarditis
1413,11282,candidal otitis externa,candidal otitis externa
1414,11283,candidal meningitis,candidal meningitis
1415,11284,candidal esophagitis,candidal esophagitis
1416,11285,candidal enteritis,candidal enteritis
1418,1129,candidiasis site nos,candidiasis of unspecified site
1419,1140,primary coccidioidomycos,primary coccidioidomycosis (pulmonary)
1420,1141,prim cutan coccidioid,primary extrapulmonary coccidioidomycosis
1421,1142,coccidioidal meningitis,coccidioidal meningitis
1422,1143,progress coccidioid nec,other forms of progressive coccidioidomycosis
1423,1144,ch pl coccidioidomycosis,chronic pulmonary coccidioidomycosis
1424,1145,pl cocidioidomycosis nos,"pulmonary coccidioidomycosis, unspecified"
1425,1149,coccidioidomycosis nos,"coccidioidomycosis, unspecified"
1426,11500,histoplasma capsulat nos,"infection by histoplasma capsulatum, without mention of manifestation"
1427,11501,histoplasm capsul mening,"infection by histoplasma capsulatum, meningitis"
1428,11502,histoplasm capsul retina,"infection by histoplasma capsulatum, retinitis"
1429,11503,histoplasm caps pericard,"infection by histoplasma capsulatum, pericarditis"
1430,11504,histoplasm caps endocard,"infection by histoplasma capsulatum, endocarditis"
1431,11505,histoplasm caps pneumon,"infection by histoplasma capsulatum, pneumonia"
1432,11509,histoplasma capsulat nec,"infection by histoplasma capsulatum, other"
1433,11510,histoplasma duboisii nos,"infection by histoplasma duboisii, without mention of manifestation"
1434,11511,histoplasm dubois mening,"infection by histoplasma duboisii, meningitis"
1435,11512,histoplasm dubois retina,"infection by histoplasma duboisii, retinitis"
1436,11513,histoplasm dub pericard,"infection by histoplasma duboisii, pericarditis"
1437,11514,histoplasm dub endocard,"infection by histoplasma duboisii, endocarditis"
1438,11515,histoplasm dub pneumonia,"infection by histoplasma duboisii, pneumonia"
1439,11519,histoplasma duboisii nec,"infection by histoplasma duboisii, other"
1440,11590,histoplasmosis nos,"histoplasmosis, unspecified, without mention of manifestation"
1441,11591,histoplasmosis meningit,"histoplasmosis, unspecified, meningitis"
1442,11592,histoplasmosis retinitis,"histoplasmosis, unspecified, retinitis"
1443,11593,histoplasmosis pericard,"histoplasmosis, unspecified, pericarditis"
1444,11594,histoplasmosis endocard,"histoplasmosis, unspecified, endocarditis"
1445,11595,histoplasmosis pneumonia,"histoplasmosis, unspecified, pneumonia"
1446,11599,histoplasmosis nec,"histoplasmosis, unspecified, other"
1447,1160,blastomycosis,blastomycosis
1448,1161,paracoccidioidomycosis,paracoccidioidomycosis
1449,1162,lobomycosis,lobomycosis
1450,1170,rhinosporidiosis,rhinosporidiosis
1451,1171,sporotrichosis,sporotrichosis
1452,1172,chromoblastomycosis,chromoblastomycosis
1453,1173,aspergillosis,aspergillosis
1454,1174,mycotic mycetomas,mycotic mycetomas
1455,1175,cryptococcosis,cryptococcosis
1456,1176,allescheriosis,allescheriosis [petriellidosis]
1457,1177,zygomycosis,zygomycosis [phycomycosis or mucormycosis]
1458,1178,dematiacious fungi inf,infection by dematiacious fungi [phaehyphomycosis]
1459,1179,mycoses nec & nos,other and unspecified mycoses
1460,118,opportunistic mycoses,opportunistic mycoses
1461,1200,schistosoma haematobium,schistosomiasis due to schistosoma haematobium
1462,1201,schistosoma mansoni,schistosomiasis due to schistosoma mansoni
1463,1202,schistosoma japonicum,schistosomiasis due to schistosoma japonicum
1464,1203,cutaneous schistosoma,cutaneous schistosomiasis
1465,1208,schistosomiasis nec,other specified schistosomiasis
1466,1209,schistosomiasis nos,"schistosomiasis, unspecified"
1467,1210,opisthorchiasis,opisthorchiasis
1468,1211,clonorchiasis,clonorchiasis
1469,1212,paragonimiasis,paragonimiasis
1470,1213,fascioliasis,fascioliasis
1471,1214,fasciolopsiasis,fasciolopsiasis
1472,1215,metagonimiasis,metagonimiasis
1473,1216,heterophyiasis,heterophyiasis
1474,1218,trematode infection nec,other specified trematode infections
1475,1219,trematode infection nos,"trematode infection, unspecified"
1476,1220,echinococc granul liver,echinococcus granulosus infection of liver
1477,1221,echinococc granul lung,echinococcus granulosus infection of lung
1478,1222,echinococc gran thyroid,echinococcus granulosus infection of thyroid
1479,1223,echinococc granul nec,"echinococcus granulosus infection, other"
1480,1224,echinococc granul nos,"echinococcus granulosus infection, unspecified"
1481,1225,echinococ multiloc liver,echinococcus multilocularis infection of liver
1482,1226,echinococc multiloc nec,"echinococcus multilocularis infection, other"
1483,1227,echinococc multiloc nos,"echinococcus multilocularis infection, unspecified"
1484,1228,echinococcosis nos liver,"echinococcosis, unspecified, of liver"
1485,1229,echinococcosis nec/nos,"echinococcosis, other and unspecified"
1486,1230,taenia solium intestine,"taenia solium infection, intestinal form"
1487,1231,cysticercosis,cysticercosis
1488,1232,taenia saginata infect,taenia saginata infection
1489,1233,taeniasis nos,"taeniasis, unspecified"
1490,1234,diphyllobothrias intest,"diphyllobothriasis, intestinal"
1491,1235,sparganosis,sparganosis [larval diphyllobothriasis]
1492,1236,hymenolepiasis,hymenolepiasis
1493,1238,cestode infection nec,other specified cestode infection
1494,1239,cestode infection nos,"cestode infection, unspecified"
1495,124,trichinosis,trichinosis
1496,1250,bancroftian filariasis,bancroftian filariasis
1497,1251,malayan filariasis,malayan filariasis
1498,1252,loiasis,loiasis
1499,1253,onchocerciasis,onchocerciasis
1500,1254,dipetalonemiasis,dipetalonemiasis
1501,1255,mansonella ozzardi infec,mansonella ozzardi infection
1502,1256,filariasis nec,other specified filariasis
1503,1257,dracontiasis,dracontiasis
1504,1259,filariasis nos,unspecified filariasis
1505,1260,ancylostoma duodenale,ancylostomiasis due to ancylostoma duodenale
1506,1261,necator americanus,necatoriasis due to necator americanus
1507,1262,ancylostoma braziliense,ancylostomiasis due to ancylostoma braziliense
1508,1263,ancylostoma ceylanicum,ancylostomiasis due to ancylostoma ceylanicum
1509,1268,ancylostoma nec,other specified ancylostoma
1510,1269,ancylostomiasis nos,"ancylostomiasis and necatoriasis, unspecified"
1511,1270,ascariasis,ascariasis
1512,1271,anisakiasis,anisakiasis
1513,1272,strongyloidiasis,strongyloidiasis
1514,1273,trichuriasis,trichuriasis
1515,1274,enterobiasis,enterobiasis
1516,1275,capillariasis,capillariasis
1517,1276,trichostrongyliasis,trichostrongyliasis
1518,1277,intest helminthiasis nec,other specified intestinal helminthiasis
1519,1278,mixed intestine helminth,mixed intestinal helminthiasis
1520,1279,intest helminthiasis nos,"intestinal helminthiasis, unspecified"
1521,1280,toxocariasis,toxocariasis
1522,1281,gnathostomiasis,gnathostomiasis
1523,1288,helminthiasis nec,other specified helminthiasis
1524,20076,large cell lymph pelvic,"large cell lymphoma, intrapelvic lymph nodes"
865,129,intestin parasitism nos,"intestinal parasitism, unspecified"
866,1300,toxoplasm meningoenceph,meningoencephalitis due to toxoplasmosis
867,1301,toxoplasm conjunctivitis,conjunctivitis due to toxoplasmosis
868,1302,toxoplasm chorioretinit,chorioretinitis due to toxoplasmosis
869,1303,toxoplasma myocarditis,myocarditis due to toxoplasmosis
870,1304,toxoplasma pneumonitis,pneumonitis due to toxoplasmosis
871,1305,toxoplasma hepatitis,hepatitis due to toxoplasmosis
872,1307,toxoplasmosis site nec,toxoplasmosis of other specified sites
873,1308,multisystem toxoplasmos,multisystemic disseminated toxoplasmosis
874,1309,toxoplasmosis nos,"toxoplasmosis, unspecified"
875,13100,urogenital trichomon nos,"urogenital trichomoniasis, unspecified"
876,13101,trichomonal vaginitis,trichomonal vulvovaginitis
877,13102,trichomonal urethritis,trichomonal urethritis
878,13103,trichomonal prostatitis,trichomonal prostatitis
879,13109,urogenital trichomon nec,other urogenital trichomoniasis
880,1318,trichomoniasis nec,trichomoniasis of other specified sites
881,1319,trichomoniasis nos,"trichomoniasis, unspecified"
882,1320,pediculus capitis,pediculus capitis [head louse]
883,1321,pediculus corporis,pediculus corporis [body louse]
884,1322,phthirus pubis,phthirus pubis [pubic louse]
885,1323,mixed pedicul & phthirus,mixed pediculosis infestation
886,1329,pediculosis nos,"pediculosis, unspecified"
887,1330,scabies,scabies
888,1338,acariasis nec,other acariasis
889,1339,acariasis nos,"acariasis, unspecified"
890,1340,myiasis,myiasis
891,1341,arthropod infest nec,other arthropod infestation
892,1342,hirudiniasis,hirudiniasis
893,1348,infestation nec,other specified infestations
894,1349,infestation nos,"infestation, unspecified"
895,135,sarcoidosis,sarcoidosis
896,1360,ainhum,ainhum
897,1361,behcet's syndrome,behcet's syndrome
898,13621,infectn d/t acanthamoeba,specific infection due to acanthamoeba
899,13629,infc free-liv amebae nec,other specific infections by free-living amebae
900,1363,pneumocystosis,pneumocystosis
901,1364,psorospermiasis,psorospermiasis
902,1365,sarcosporidiosis,sarcosporidiosis
903,1368,infect/parasite dis nec,other specified infectious and parasitic diseases
904,1369,infect/parasite dis nos,unspecified infectious and parasitic diseases
905,1370,"late effect tb, resp/nos",late effects of respiratory or unspecified tuberculosis
906,1371,late effect cns tb,late effects of central nervous system tuberculosis
907,1372,late effect gu tb,late effects of genitourinary tuberculosis
908,1373,late eff bone & joint tb,late effects of tuberculosis of bones and joints
909,1374,late effect tb nec,late effects of tuberculosis of other specified organs
910,138,late effect acute polio,late effects of acute poliomyelitis
911,1390,late eff viral encephal,late effects of viral encephalitis
912,1391,late effect of trachoma,late effects of trachoma
913,1398,late eff infect dis nec,late effects of other and unspecified infectious and parasitic diseases
914,1400,mal neo upper vermilion,"malignant neoplasm of upper lip, vermilion border"
915,1401,mal neo lower vermilion,"malignant neoplasm of lower lip, vermilion border"
916,1403,"mal neo upper lip, inner","malignant neoplasm of upper lip, inner aspect"
917,1404,"mal neo lower lip, inner","malignant neoplasm of lower lip, inner aspect"
918,1405,"mal neo lip, inner nos","malignant neoplasm of lip, unspecified, inner aspect"
919,1406,"mal neo lip, commissure",malignant neoplasm of commissure of lip
920,1408,mal neo lip nec,malignant neoplasm of other sites of lip
921,1409,mal neo lip/vermil nos,"malignant neoplasm of lip, unspecified, vermilion border"
922,1410,mal neo tongue base,malignant neoplasm of base of tongue
923,1411,mal neo dorsal tongue,malignant neoplasm of dorsal surface of tongue
924,1412,mal neo tip/lat tongue,malignant neoplasm of tip and lateral border of tongue
925,1413,mal neo ventral tongue,malignant neoplasm of ventral surface of tongue
926,1414,mal neo ant 2/3 tongue,"malignant neoplasm of anterior two-thirds of tongue, part unspecified"
927,1415,mal neo tongue junction,malignant neoplasm of junctional zone of tongue
928,1416,mal neo lingual tonsil,malignant neoplasm of lingual tonsil
929,1418,malig neo tongue nec,malignant neoplasm of other sites of tongue
930,20221,sezary's disease head,"sezary's disease, lymph nodes of head, face, and neck"
931,20222,sezary's disease thorax,"sezary's disease, intrathoracic lymph nodes"
932,20223,sezary's disease abdom,"sezary's disease, intra-abdominal lymph nodes"
933,20224,sezary's disease axilla,"sezary's disease, lymph nodes of axilla and upper limb"
934,20225,sezary's disease inguin,"sezary's disease, lymph nodes of inguinal region and lower limb"
935,20226,sezary's disease pelvic,"sezary's disease, intrapelvic lymph nodes"
936,20227,sezary's disease spleen,"sezary's disease, spleen"
937,20228,sezary's disease mult,"sezary's disease, lymph nodes of multiple sites"
938,20230,mlg hist unsp xtrndl org,"malignant histiocytosis, unspecified site, extranodal and solid organ sites"
939,20231,mal histiocytosis head,"malignant histiocytosis, lymph nodes of head, face, and neck"
940,20232,mal histiocytosis thorax,"malignant histiocytosis, intrathoracic lymph nodes"
941,20233,mal histiocytosis abdom,"malignant histiocytosis, intra-abdominal lymph nodes"
942,20234,mal histiocytosis axilla,"malignant histiocytosis, lymph nodes of axilla and upper limb"
943,20235,mal histiocytosis inguin,"malignant histiocytosis, lymph nodes of inguinal region and lower limb"
944,20236,mal histiocytosis pelvic,"malignant histiocytosis, intrapelvic lymph nodes"
945,20237,mal histiocytosis spleen,"malignant histiocytosis, spleen"
946,20238,mal histiocytosis mult,"malignant histiocytosis, lymph nodes of multiple sites"
